9586 26818
8451 3467 443
166 3529 -769
3061 5336 -350
5003 7515 -862
9455 8033 -169
5290 6802 -838
8307 1073 223
1245 7204 -655
4982 5529 869
3194 1193 989
1412 2479 -8
2004 1154 565
1011 7960 383
5677 8654 668
361 9090 362
8362 4117 243
2723 4036 -838
5863 9482 -657
1709 5961 -518
6084 9265 729
5441 7353 442
2354 42 547
2831 6161 183
4040 860 -815
6409 4018 338
5247 8068 825
2276 6521 233
4425 7899 -672
3922 7533 614
1613 2285 152
4358 5548 795
2113 2193 -119
2943 8595 891
45 2789 781
350 5103 -150
6670 6305 559
5564 6320 -247
9305 6834 -423
8822 7868 450
8489 8266 100
3101 8724 432
9060 7184 -734
3810 2916 -355
3901 2628 -555
3372 7325 256
7193 8076 296
5287 5718 -898
1419 3079 164
3956 8724 -915
4649 5122 -975
1922 6655 -88
3871 6609 -292
6422 3476 143
8869 8233 473
4978 3557 -569
2252 4571 -142
3438 1400 392
7576 8245 -746
1063 9421 -289
3500 7528 -410
7519 7496 909
9185 9240 -938
2069 3238 -613
4252 6418 -209
4899 5334 -573
5488 2902 857
9270 4776 -573
409 3047 -753
6683 2326 221
1481 5932 228
9532 7421 29
6548 1561 -242
5209 8395 -23
7486 4404 -642
6216 4004 -518
5113 7997 -232
1181 1102 330
3913 6654 -559
4823 2346 -337
7298 1390 -628
5155 5116 -730
6049 8225 331
128 8176 -910
2414 6969 -972
7940 4439 -239
4502 9132 46
840 4758 -237
476 4729 -902
8429 4845 -595
9024 5093 803
8968 3803 620
5293 2768 -397
3245 697 -126
4753 5673 -643
901 4125 -663
2561 8529 -425
2610 9313 -136
1454 5552 701
7133 7201 -324
7070 1620 435
2829 7747 -874
6439 9087 630
6515 5566 -286
6686 605 -675
3629 4564 -1
1735 162 825
9404 2094 59
8818 5329 -488
1994 5098 297
6275 1647 746
8772 2311 636
9501 5727 927
1388 821 889
1787 3826 -224
4008 1525 -23
8898 8190 945
5938 5690 936
5340 7330 375
1576 1873 -545
2384 9365 723
2942 1064 338
12 2432 959
2950 9424 425
4117 5234 817
860 2635 -308
1545 5078 -538
1032 3779 -126
5029 9409 -98
2845 322 -84
4368 1155 -812
1190 2343 354
6989 2424 170
9028 7958 -937
557 2719 -679
8595 1064 649
1949 1878 -265
2966 7090 373
812 6079 344
9154 5263 41
7111 8268 -285
2512 6097 -953
4738 1538 365
1428 4626 739
5786 3269 -666
4112 6030 832
3698 4129 286
5090 8887 -271
7597 6576 804
2294 9308 589
4086 3329 -283
8804 5921 -640
7694 6452 -276
9148 8765 718
5719 4136 501
3347 2427 751
444 932 -370
4915 7642 -582
4604 989 333
2538 6280 -362
6351 8306 602
6182 2387 523
1610 6467 899
2476 4770 -398
7357 2731 -635
6921 1273 269
6426 688 -118
5060 3222 -696
6991 3430 -61
724 1017 -37
453 167 -313
6323 7216 -533
7214 3626 -48
5529 4900 328
3642 8401 211
3948 4949 302
5113 3604 -111
8250 5423 -263
7146 3917 -161
9239 3338 -366
4506 2404 -168
7665 8317 703
9225 7730 -312
136 481 -752
4463 7481 -400
9117 7515 -847
321 9568 956
6224 4609 348
8454 3313 74
432 450 919
8717 5758 348
4579 1587 -309
665 5297 -212
762 4908 -995
7124 3772 137
3718 2504 -93
7850 2819 93
9499 5760 -705
789 9485 8
7164 1631 492
7737 846 -810
4190 7167 -636
6853 8447 -616
6309 5551 965
2914 9205 -279
2175 4092 425
7006 9029 -882
1430 4947 779
1037 7918 662
1939 5475 -491
3007 5438 806
1869 2537 -793
7552 2233 -592
2039 207 -267
5294 2821 -534
137 442 471
2898 149 305
6523 822 126
5318 4705 -304
9080 9002 625
5050 711 559
1972 4188 835
7092 758 -804
8126 8778 605
7043 6757 -218
4151 6420 -261
595 4788 585
7690 1015 30
2586 3566 132
4070 2347 733
6436 745 -744
6762 1213 81
5723 3458 -586
4379 1963 -533
6472 733 81
8509 3243 14
8116 3721 -991
2182 1748 -439
2988 2710 912
4223 3735 437
1539 3216 -125
2536 2249 789
5094 4932 -154
5392 6216 413
2959 1845 -360
5365 6344 850
4410 4246 -781
3872 7970 538
2846 463 -159
7213 4043 307
4280 9332 836
371 2054 -288
8380 794 -404
2822 9428 -141
9469 5734 -416
366 3522 -654
4367 303 634
1468 5360 -29
673 3880 -187
5374 8936 71
2068 3304 -98
9332 1646 -923
5887 856 382
1663 5529 535
3228 156 100
4823 1129 -941
2359 1662 -43
404 2805 517
8367 529 -816
3710 8372 589
6471 8741 -788
8371 3671 -503
6330 5649 -676
1717 7412 -140
3720 3406 -449
2774 6768 519
1212 6943 350
928 9343 443
6756 7944 -722
3644 3343 800
6154 1803 396
9313 8018 -346
6162 7608 -532
9382 1182 -696
9286 1800 935
8098 8459 -609
1060 8288 -831
8867 5119 -624
6006 5311 345
917 1598 863
5866 7470 -990
1614 1765 -82
5419 3765 756
3990 2510 529
8138 8757 -496
4501 6349 -503
443 3317 295
6626 895 462
5460 4304 -606
5937 1322 752
3095 9435 730
9452 6673 -392
5705 9456 544
4143 6213 64
7079 4452 309
9128 7506 591
1449 9203 -788
6842 3322 250
8042 2233 342
5876 5864 -737
8401 1291 469
6523 1642 -689
8137 5667 -109
2256 1472 -306
5106 1364 -833
9200 3414 -619
578 1496 858
9013 9579 130
1695 6315 -880
9039 6125 -439
2905 1987 467
4432 4386 665
7748 5593 501
6052 9524 -971
7930 8937 194
3899 4716 -569
826 915 156
2546 3425 -998
8360 6507 -440
7594 2612 -35
9343 7939 -962
691 9141 -272
5152 7115 179
4714 9016 -756
659 3031 -141
6701 8638 -387
1670 3124 390
1997 6783 870
3340 5721 771
1412 1726 970
8266 7023 -23
8959 5505 603
2917 2209 -441
7596 6059 801
673 9305 -105
522 18 -139
1665 1513 -38
4210 4070 -66
1181 1142 164
6371 1917 850
3232 5988 -898
5145 421 -705
6186 8895 830
6280 3228 774
9470 4868 -815
9537 836 -56
443 2392 723
78 4525 -204
1365 6988 462
9361 7120 -977
8654 3331 -702
6114 4692 -57
3984 685 -991
133 1942 470
8742 3471 432
2797 3224 294
5966 7637 -1000
1698 596 431
2831 7871 -645
7108 3847 881
7702 294 518
4605 3314 -398
3852 3972 10
7637 3910 811
818 7379 284
4921 2496 -708
4879 8666 210
454 4308 686
1820 2280 818
2898 2319 -826
1569 938 -662
6118 1866 -274
5313 3192 -351
7974 8448 9
5976 2723 463
2416 1182 -930
5202 8232 905
8919 8944 -924
3924 1529 -193
4743 3847 -256
698 3985 419
6776 4696 358
3241 7789 8
7233 3201 392
2826 7155 567
262 4397 303
7215 8414 982
9475 6416 411
7047 1857 544
8629 1474 452
3300 2012 48
2683 4440 -714
705 7684 -372
4549 6206 -67
1349 5188 -536
4244 9413 395
280 532 -557
7810 2594 589
9484 6299 -819
162 8479 617
3405 5215 906
7110 8057 -895
810 6072 115
6023 5192 862
2695 7277 -385
5789 338 -951
893 2757 560
4238 4486 39
2769 1464 477
4923 7852 -191
5415 5400 -379
8943 2141 -936
6489 3309 459
4513 3522 -977
3633 5361 -571
762 6479 -671
1720 4513 582
5338 3232 106
1164 5016 -738
2155 9371 -944
2044 1878 -241
5257 3391 431
7115 1960 -6
111 1397 -114
5975 3867 781
2648 8702 -115
1378 8700 388
6667 5385 546
1195 6847 663
5237 2508 229
5848 2787 708
8732 2795 251
7330 7034 -719
1399 455 14
8539 4030 -856
6101 2445 -36
2164 6670 -877
4982 682 753
319 8146 667
2677 6705 382
4937 6463 201
5858 5757 -783
2718 2983 302
6235 4532 -403
3801 1665 -541
2109 8326 722
8756 2029 166
9182 6609 69
5231 8739 969
8792 1314 612
6967 3633 -568
5054 4222 929
7875 8391 308
5008 2295 -306
5931 3040 -969
2848 794 919
6933 6697 -49
5218 1030 -224
2827 839 -783
1783 9174 -219
5974 9226 950
2988 1644 -671
4006 5656 -320
8206 237 883
9053 7601 -796
3033 1959 -332
4872 8887 430
4669 4903 369
2326 6516 -887
3464 8409 -919
5724 5271 -404
1927 4796 -497
386 6621 -122
2621 3688 -243
7927 7816 774
6057 1722 -881
1216 7650 -804
4361 3125 -97
7496 8170 308
1689 8647 100
8762 9568 -570
8781 4534 -39
556 6707 422
8236 9367 -323
165 5531 151
8584 9553 728
9179 6579 383
727 3993 397
7446 2770 -989
4303 9223 -119
1256 2085 734
3256 1486 -299
4276 3101 -757
9254 4816 930
9018 5899 -640
9269 6018 15
5398 7989 615
1464 4376 -658
1152 411 -6
8113 2569 227
8308 66 345
5313 3839 -18
4975 6954 862
7778 3613 787
2414 8820 445
3299 9171 -300
7418 3414 -433
940 4911 197
5787 7927 407
535 5193 961
893 9045 -160
179 5987 -655
3308 2698 427
2985 4031 198
3715 4057 611
7 7388 -4
7503 5506 -921
3099 9014 742
1972 9500 39
2930 6456 -898
3235 6165 863
9 5137 57
2296 7146 -585
1403 5326 -86
8913 32 832
6706 3017 -69
718 1783 -198
7955 892 -522
4305 1255 73
4143 6527 476
4185 2713 -347
1141 1051 422
9578 3795 336
5682 8247 3
5361 1317 -870
8855 3854 -645
1997 428 -281
8684 1899 -258
3790 4950 -635
3112 4364 -810
7420 2147 519
3306 2714 -264
2090 4767 -417
7026 2074 -43
8383 7049 -106
1197 2581 -723
945 7962 393
1191 6472 270
7001 6503 -9
2036 2816 512
8350 3736 691
7724 1544 -286
4649 8698 -41
7422 2574 -302
8329 9566 556
9369 1907 -493
5798 6094 629
8806 5565 -549
5309 516 230
7654 1539 770
2901 6018 85
2457 6254 -553
1461 5696 175
157 6509 -298
8012 8089 5
5397 488 406
218 7884 -730
8838 4303 -700
6353 4330 -700
1409 3033 783
3895 4187 -156
7924 1992 132
8403 5340 -491
2696 9098 -40
184 6192 59
1311 2108 -943
8533 9487 -54
4818 4536 -898
3403 5049 391
1116 1138 32
9220 6586 -282
888 9044 -886
5543 6866 -176
1248 5294 841
4133 1326 201
3033 8844 561
5736 1367 -378
2823 4656 770
777 721 676
224 1312 -13
2553 5246 -119
8671 2848 -584
669 4555 -75
5649 4338 -916
6335 5659 643
935 4806 -377
1804 9121 -834
2640 6832 -974
7925 1255 -759
1958 9305 -478
1885 1103 -866
6251 900 -324
1092 4669 344
9209 4731 -158
3815 1692 -247
5297 245 235
3159 2159 678
7821 2346 746
4028 1156 -910
8346 3070 -581
2111 7215 -122
1393 3575 271
2679 9188 -479
3340 7957 -140
3229 2388 475
8330 9297 -994
855 3944 -144
87 8596 329
1392 9371 52
2571 8906 -833
7000 5695 -443
2044 8459 454
3158 1137 -791
4864 7633 761
779 7705 505
8811 1006 -830
5402 4509 303
4671 2124 -947
1336 7290 555
3221 1762 -563
8485 8818 -616
1694 7538 364
5628 2723 -664
4581 2609 110
2576 2455 -300
4183 7598 -795
494 5801 952
1304 6652 -479
1457 1999 738
4769 9317 17
1923 3463 777
3384 6496 885
7033 8014 -102
2270 8845 -367
7172 4280 895
6290 1340 500
1262 3461 174
6202 381 -38
9318 8299 -770
3577 4083 -630
6481 4012 -278
6632 1081 -690
8470 5643 477
8638 1356 387
4585 7548 -798
4945 508 -233
6166 793 -796
4799 9074 203
8161 2968 54
3881 5860 441
5099 7086 -893
509 5006 882
8272 5534 -82
8222 3416 -329
827 976 -446
6652 4963 742
9383 3921 -108
2436 3329 668
665 9462 -79
1100 1065 -257
6621 5147 756
9345 1001 -787
309 8562 125
8204 5199 417
5980 3343 131
8221 1713 -64
3494 2389 -311
5277 1308 -599
4352 3227 498
3393 8477 838
306 4325 871
7808 2916 -480
6083 3615 -561
718 1845 -593
2238 5370 288
3908 4681 -115
444 6418 -361
832 3197 729
6059 7359 -168
4514 4910 221
7837 8276 -349
6358 3174 572
3379 1148 966
5739 3128 529
5490 5986 -505
2930 4267 551
2986 715 -159
4500 9559 204
5584 142 381
5534 2437 553
8342 5214 -713
2705 9147 409
8778 8438 971
1920 3989 -340
5731 2632 -82
9367 590 559
7827 2395 -227
5863 9351 265
4233 2510 528
2922 6620 900
9463 8286 128
3833 7440 -763
8848 7391 -669
5193 8569 34
6164 2154 194
6999 8085 433
5654 321 806
1305 2729 -360
620 1469 -120
1847 1999 730
3115 5498 -117
1954 6846 655
2279 1085 -807
2203 7560 922
4800 5051 -63
1123 1081 -552
2016 5364 -416
9009 5796 973
5940 3985 854
8590 3115 -369
1251 2944 257
7048 4811 -393
8071 8150 -882
5825 6088 158
1631 9174 -577
6921 3946 -468
1095 2862 -52
5735 8080 -813
6838 9092 -975
3908 574 392
3868 5192 256
7603 4077 282
7081 9341 229
8269 4623 -245
6975 4456 53
547 146 -966
8885 4050 447
8539 2424 -137
7368 4032 -79
6482 7690 407
729 7855 -688
3388 7245 -751
2015 2032 213
7365 6690 8
4252 476 -571
3585 3685 276
9189 9480 53
4097 1627 720
1778 968 -29
7030 4155 349
5943 7942 -630
691 8334 41
4440 8118 -703
4933 1084 169
3487 6786 -404
5132 1959 624
4919 5853 -376
5998 1043 593
2111 5281 517
3254 7076 -32
2069 8111 366
4724 3869 -872
5875 4996 938
2379 1845 595
3544 3040 840
924 5342 -643
4441 3013 -225
6394 5589 -896
4179 722 208
6820 842 906
62 4997 -145
8469 6767 774
7535 8333 641
1418 1836 135
2981 1809 159
2974 7746 244
7372 6461 -521
1394 6560 152
8272 8170 -819
2914 4410 -136
1814 9180 -821
1227 8289 -69
3128 5688 308
3412 7990 -644
4481 1148 -82
1912 119 262
4643 1770 -355
9422 8374 -9
4338 4745 -619
7088 8511 20
1335 8529 -619
4874 429 27
3722 9308 294
8852 3931 263
4168 3285 -220
1396 729 3
2776 2348 959
9445 160 -433
3400 245 690
1965 2916 -543
3054 1549 -409
3135 8483 181
4562 963 562
6227 8256 -388
2911 9271 -750
1953 62 -590
1427 8749 -892
525 2970 643
4553 3668 741
26 8087 582
5814 1400 995
6391 7141 -601
7163 1012 587
202 2087 85
3746 4481 -867
9427 1959 -49
9179 4231 299
5484 3462 90
9475 4590 -17
3682 5000 -902
1764 1740 -902
1596 4831 -164
1385 5208 406
5811 4460 -833
1917 4045 249
5100 990 -4
3562 1367 944
8055 3076 -854
9086 8481 -187
5897 6287 158
6171 2127 150
8214 9208 -407
1749 3828 -90
1793 2582 -357
5260 2642 156
680 4784 -19
4219 8264 -23
7624 2063 -624
807 34 289
2383 249 615
9045 8995 542
8447 7460 -631
987 2997 395
637 4587 -890
8021 2319 11
326 771 654
4968 6567 -7
288 8629 780
3006 7643 -868
6954 4523 -91
151 2048 -21
1663 9033 -621
5439 8719 -231
366 7786 485
3641 3249 648
8929 4941 639
1790 440 -394
1083 4074 -903
7930 5105 65
1834 2864 -245
6117 4446 598
2467 7159 454
7576 8339 -705
734 2293 -653
5848 6525 -203
6829 8612 113
2744 3349 -790
2943 8339 272
7867 4858 -194
4080 2615 980
4440 7063 670
4939 2524 -859
7471 3951 -369
6394 7115 -975
6111 3362 -34
538 3441 32
1817 8376 574
2241 6800 236
5022 4131 865
5618 5327 733
4585 1974 -787
7871 3577 -420
4057 5062 14
7813 843 -195
1580 2105 -612
8260 7333 -978
3666 2869 -513
7688 8976 773
4504 1611 -606
8490 7452 -540
6994 1683 553
8968 3887 -73
7948 3880 -138
7718 4176 -753
4172 1564 322
7482 4830 -964
1582 236 -364
1655 4347 -891
8438 3483 81
8809 6341 -388
2591 6497 -241
9340 6118 636
4977 4452 -174
595 4049 629
1131 3689 -624
3028 7875 -734
6328 6040 446
952 8616 -482
2993 2681 21
4876 3214 691
500 4487 865
618 2630 -935
4928 6945 161
6676 4194 -291
2960 902 639
5291 7198 636
4915 8059 326
1736 2732 329
8275 3454 -706
7631 4866 200
813 8138 -857
2044 4944 741
8198 6007 -521
4071 5122 -240
7120 1907 822
6582 7096 283
9343 1147 688
3574 8174 -604
6044 6137 -434
2750 1445 -485
6245 4980 -21
4039 495 625
5117 9050 904
2630 1852 29
5660 2795 105
3504 2977 -589
2726 5766 952
6529 4925 -188
1918 3983 -785
3668 4726 635
741 4287 72
6812 187 564
3781 7710 56
2730 615 -850
2598 8549 -831
7341 944 446
8559 6010 -48
2827 8492 553
101 9081 -544
8460 3941 -225
1207 5349 -490
9003 5857 -920
1202 6998 -655
1532 5810 -963
9061 3174 -857
4261 4528 -788
8702 6459 112
6173 4946 -767
7450 7859 -992
5508 7405 -823
6922 1260 -295
8430 5356 -308
3291 247 -160
8542 3341 757
9174 9221 720
6860 1144 683
3588 2285 -178
7206 2575 -140
8149 4181 614
1178 6218 -50
4502 934 -474
4094 9445 703
3149 8633 -206
5161 9344 215
2117 2824 639
2055 4996 -205
2472 7965 726
3004 4052 -98
7952 7733 -468
3915 6716 -406
526 2685 -293
5350 9427 475
2390 4828 767
1803 8626 619
1783 546 438
2009 6412 -592
182 1658 355
8846 3406 -527
6012 2888 -324
5623 811 -252
3268 9154 -294
5475 6154 -54
5059 6511 94
1087 4749 -952
144 2530 688
4638 4997 -22
5766 8869 -481
2868 6845 168
5956 5215 766
2049 6572 -572
8351 3847 -867
5041 3565 100
4953 7550 -401
5848 5647 -280
765 9558 -26
1213 6541 -179
3498 9106 565
1214 3013 793
5600 2444 368
5832 3317 -693
2224 9263 -21
6762 6304 683
7751 2400 -428
6524 4282 209
9385 1174 278
3087 3223 429
9245 7776 -921
767 4849 -613
6787 7609 -223
4944 8834 45
7486 2391 451
9208 7251 -271
204 4554 -593
9370 3757 -907
1651 2627 -777
4642 4842 344
4604 1260 -394
6190 6259 748
3937 147 164
4571 2498 -96
7226 5873 -75
5600 4874 -229
3989 715 26
6293 707 331
1883 739 -602
6114 2358 -477
7546 8275 83
7369 7020 64
8688 7758 -192
1430 1924 974
7199 6113 -606
8427 5846 -559
9264 6152 -501
7659 8651 -189
6051 9296 -167
1778 7016 -417
2390 639 -267
9032 6071 -868
7878 5689 -711
5962 4273 -742
8142 7243 -311
2678 6530 287
3530 7014 18
2311 2207 -570
4472 6723 -649
8730 3403 167
3156 624 702
3053 3903 -453
859 8982 -468
5255 6122 937
1458 6020 549
8344 7342 743
7828 9425 236
9449 4264 -697
3332 3286 405
6507 7006 95
5320 2721 192
5736 344 -366
3450 186 -955
3702 3415 810
6585 6204 826
4717 3192 -493
6120 5745 -550
8070 5686 468
4966 2046 -907
7229 3749 658
5917 1308 434
8199 2889 207
6952 3440 204
850 4594 -31
3502 5020 -251
1564 5216 -188
1303 2140 516
166 8854 296
378 1596 -748
9234 2017 -14
7488 8327 -750
4161 1165 -20
5725 63 -370
8102 5503 -515
3528 8427 317
3340 8366 -771
2042 3549 -148
8509 7763 510
658 3091 90
5225 3050 -742
85 4412 -92
2383 96 -53
2597 8738 201
2005 9292 -280
2650 7362 -707
5132 6743 536
1829 4424 343
3935 3124 -402
1191 8427 543
5611 5095 124
4666 4911 -584
8178 8593 -486
3086 126 240
9250 7283 306
1337 5167 346
8279 4927 665
4156 150 -954
5392 8189 178
6469 2591 -179
1950 4236 -917
351 7937 327
6748 1989 473
3617 8633 -114
8220 6064 -385
1552 210 178
6087 4592 -446
9223 434 587
915 2793 -787
8843 5445 -881
214 9310 -179
9335 6072 -31
841 4846 -339
6579 7021 931
9169 5064 708
7808 7316 256
5791 8576 -67
4318 5654 -147
9155 6376 -962
5966 4366 960
8640 6438 435
4634 1405 -295
3418 1236 -214
2783 7685 -538
3124 7123 -298
2454 5581 -255
4502 8522 -991
7686 376 -528
4411 4607 -241
6512 7860 -324
2160 5454 554
1631 8251 324
7738 4162 67
3457 4236 -207
6844 8603 747
7597 1282 -312
7967 5940 125
459 8922 -933
8221 2670 -633
6699 6731 740
6382 5811 810
6684 8076 686
224 6762 541
4126 4261 92
4441 200 76
6610 5656 -690
2234 1752 -733
1097 4102 129
4461 8801 -1
728 2579 -294
8166 4352 -501
2727 6576 -507
8674 1438 801
9569 7521 -362
8997 6018 -601
4547 7003 564
5358 7586 605
5967 9190 -686
991 1951 -813
8106 7013 579
7861 2871 750
7344 6589 -208
5150 2933 973
138 7118 16
1227 5898 -362
2353 4971 -246
9387 5143 706
8967 5139 -537
1399 3293 -861
7701 1968 917
8617 4445 251
8367 5469 236
7443 1723 272
4706 2200 -587
1579 2242 -471
6293 7208 833
2403 9222 -16
1837 487 839
5085 2394 -749
5176 8459 -357
7815 8524 -141
7944 5666 -491
8116 1544 604
4349 8508 637
2133 5093 -86
9114 4536 735
2010 8878 736
266 965 167
8308 4189 -599
554 3691 -733
2757 3650 -666
1003 9346 307
789 2684 -518
3717 2214 -664
6295 1996 495
2047 442 734
4225 5567 357
1853 1590 -365
7395 57 335
7894 8816 -332
6445 5126 427
6692 8020 268
7590 1273 160
464 6389 -4
4775 8219 -991
953 1834 27
6504 8157 -221
2173 8788 558
3801 805 -229
5874 8471 -172
1616 8233 -643
8827 7984 -525
3652 8626 -674
2938 9134 -304
6971 4615 -669
1347 3687 304
5381 4351 -51
8715 1048 289
1874 5742 232
8244 8468 58
3133 2534 -681
7531 39 943
5181 6262 -7
7062 3352 -603
4446 7767 416
5337 7996 -980
4633 7383 -646
1570 5555 114
4153 569 988
8645 2428 -755
6772 3437 -138
8003 2898 -461
4185 6100 128
5905 5599 39
4980 801 607
4793 3956 -255
8869 486 222
2775 4838 -199
1938 5227 172
2690 6306 615
6014 7422 199
1044 2156 -979
3789 8952 318
5509 4016 -576
3417 5323 762
525 2356 -467
2890 487 -763
200 692 -680
3520 5578 1
6284 8971 215
1478 2277 934
9239 898 -611
8620 9212 -181
7527 3870 306
1498 5404 989
2365 5223 395
5354 1888 -53
2443 4692 446
1367 4255 934
3851 8416 -74
298 8312 862
4663 1819 -507
7389 856 -847
219 3691 -179
8206 3705 530
4556 3495 460
3745 305 -949
4283 9019 -623
4613 7490 -280
7013 5788 -290
3176 2920 -715
2590 3412 175
3825 5323 -919
8102 9354 -281
3322 7300 407
1005 5056 662
6606 6472 807
788 4357 -565
2529 2135 843
4382 7023 -268
2892 1565 -115
2857 2027 215
6422 8041 940
2718 9541 819
5608 3669 910
3442 5769 270
5308 8885 90
7274 7491 165
9047 2293 -609
7029 4455 214
4831 4602 -498
2970 6203 249
238 4449 402
4675 4807 791
2006 791 123
4811 1899 -561
6937 9129 -296
6978 7636 -762
4391 1951 812
6027 4065 147
8050 1472 -596
9502 8412 -866
2080 3648 -653
3371 8531 -272
4430 6282 -841
1462 6745 -909
3811 4943 12
7095 4061 656
6703 918 470
2179 1530 419
5908 2611 -845
1180 5518 838
3330 1849 322
6328 7735 -875
4356 4721 734
4535 7555 325
292 4530 14
8579 6040 -734
6487 4763 299
17 6214 -563
9202 1465 -322
8733 3875 649
9321 6449 944
7965 7415 321
9385 4768 -639
1220 5663 363
3330 457 -951
6748 4592 605
3454 249 538
1478 4059 -450
2079 3396 -644
111 2565 -31
597 3255 -401
1254 2232 790
855 5443 332
6649 9369 594
7766 5813 -793
4896 650 -464
8495 2774 282
976 7466 405
408 8644 3
7099 8850 301
396 4086 -276
5941 3501 335
4050 2747 838
8118 227 623
9313 217 -707
7039 7490 981
6304 4484 -912
7955 1833 -502
3319 483 -825
6604 7311 -822
5080 3345 461
8044 4424 -89
8104 481 941
8128 1848 -138
1141 584 297
3439 975 977
2613 8475 796
1596 9132 -991
4576 6833 -274
4162 5673 805
8204 5236 129
2609 7547 -291
8457 6303 -78
3606 1505 442
7401 1962 17
4013 1562 -109
6764 6914 866
2326 6686 726
4992 8468 235
1381 163 280
2200 3761 477
3882 7969 -787
3255 7909 590
3461 7035 -667
6918 8017 137
8885 9234 360
342 3080 683
4818 7402 -462
6714 8943 757
3168 1670 842
254 3238 790
5189 1016 -831
4741 5160 501
7297 2108 -844
4366 2990 207
4209 2155 -841
2031 9133 872
8244 8170 -692
6684 1309 -28
2564 1569 -629
4631 6577 50
9328 1254 878
1602 7571 -362
2668 8860 350
9103 1395 549
2127 7807 -954
231 1860 -459
9258 1617 954
9221 7395 788
5559 5955 -909
2212 1344 759
4364 470 274
8377 6937 659
3745 6003 911
6778 5178 724
3729 6141 -29
8497 4137 -141
159 6318 -92
1861 8033 854
643 5631 -922
5433 3920 -778
5317 7225 -897
5658 2237 -211
3446 7823 -594
239 1432 996
4716 5015 588
5470 113 -785
7250 9217 -718
4501 5184 878
8661 4464 544
3979 5066 735
854 8773 -779
6754 7821 -819
7060 3947 552
282 6594 -713
6879 4086 923
3046 2334 590
5447 5407 101
6640 4404 764
8968 261 492
5318 3233 455
5926 936 410
405 3997 -328
3611 8123 -935
7601 8575 -953
7264 4716 561
1763 5861 -582
1009 1702 50
1572 5711 21
1504 6278 25
4456 90 -813
819 1846 529
8105 369 752
8947 6168 -178
7353 6482 -230
6104 377 937
7574 5541 163
8889 449 485
5152 7666 -589
6693 3778 -756
2487 423 325
5802 1379 762
7851 1089 -78
8166 5301 -526
7091 3976 -855
2411 6850 -766
5433 4289 874
9307 1328 -479
2234 5641 899
4207 3224 -324
9055 8980 148
7577 974 253
8633 4594 198
277 5005 -179
2984 2807 -995
8671 910 -855
501 6206 -11
5176 248 193
9330 6957 -768
4822 9463 -228
8316 2874 422
7639 5743 491
515 4249 -124
7028 3530 -949
8090 1415 -44
6608 6562 -878
9552 2056 -838
4713 4948 586
9487 2236 -766
7594 90 -870
356 7521 820
9024 816 -771
6183 9086 -742
6869 8767 451
6211 5243 -423
6479 1804 -113
9437 6552 -994
2964 9514 466
8882 4651 752
2011 4124 -440
7740 7647 417
2507 773 785
5575 2432 634
6460 1001 -323
4312 3037 -148
3339 3659 -676
2902 7309 783
5501 9271 715
7062 8650 341
5841 3953 -417
576 2065 384
7427 6828 -63
3592 2644 -206
1368 4787 -407
6077 7418 -762
5262 2154 41
7201 775 -722
6550 3854 -837
9045 4978 237
3708 1180 958
3999 3499 -752
3698 7078 151
2118 7282 329
7308 9113 -745
8400 7364 -827
3188 4858 -834
5426 5079 -852
8589 8214 717
8289 1088 -74
7812 5313 263
7304 87 -205
8044 8910 -89
370 9550 331
150 8608 402
7330 497 -2
8483 8829 60
1195 558 -5
3580 5145 112
6484 3746 456
7765 9279 745
7104 991 -729
8343 2907 -360
7063 780 164
4684 2929 -788
9546 547 -175
7194 1057 -293
6539 6123 817
5574 8719 257
2540 6195 917
7573 5699 858
9378 2571 124
3173 6897 983
713 9515 624
727 1048 409
7332 6872 336
7623 8339 -895
4221 6102 -853
2920 4062 85
5044 2964 484
227 9555 -735
3299 7888 613
9415 8347 -874
359 1534 232
7164 2455 411
1520 2417 -715
3423 9387 233
2496 441 339
5714 4904 -150
4312 896 -508
7521 4205 -905
457 8431 697
6033 3520 -34
2458 7890 840
410 1991 -169
5894 7278 662
1711 6120 -129
983 1940 119
771 5411 712
7088 8947 26
1639 8384 -495
3830 8294 356
68 4148 -342
2862 2110 170
3344 9362 915
3049 9084 -975
5073 3808 -365
2666 5645 -774
6593 4650 458
282 5381 388
6171 1525 -583
4869 4375 242
9573 863 284
3707 5063 -34
693 2163 594
3327 1150 -767
2106 6050 530
1810 905 -2
8232 1058 6
6042 1202 96
8356 4853 801
665 2285 285
8380 3078 -278
6306 8025 -148
3278 8081 457
8983 2537 106
3306 74 -738
925 2396 129
7312 4347 -349
2827 6623 -666
5434 6509 -278
7950 5721 142
3729 6163 -610
6789 640 -322
2411 9442 264
1222 5221 222
4397 3912 -987
5013 7392 -473
6258 4897 -104
1519 5470 -352
5864 5944 150
4811 2109 341
2288 1517 -16
635 4888 -363
8019 364 821
4899 8165 67
6383 616 619
3858 4806 297
7678 4301 -846
9434 2045 -706
7767 2226 -91
8124 3555 -309
5825 762 402
106 2175 75
7290 2975 327
2449 8779 857
856 957 730
2756 3036 957
5171 525 423
631 1307 -399
2191 167 826
1399 1731 4
1036 8401 -948
4926 6444 -156
4368 1577 -740
5721 374 -617
6317 7642 699
5138 8786 -671
5037 6664 796
5311 3856 651
8209 2852 -296
7138 8317 -277
2726 3960 365
2444 4214 -889
1487 2803 637
4314 3695 -841
3310 4912 127
4250 1872 -848
7993 335 -328
